ensembl_gene_id	chromosome_name	start_position	end_position	mmusculus_homolog_ensembl_gene	mmusculus_homolog_orthology_confidence
ENSG00000005981	7	95107756	95169544	ENSMUSG00000042607	1
ENSG00000144229	2	137523115	138435287	ENSMUSG00000042581	1
ENSG00000103316	16	21250195	21314404	ENSMUSG00000030905	1
ENSG00000077498	11	88910620	89028927	ENSMUSG00000004651	1
ENSG00000131979	14	55308726	55369570	ENSMUSG00000037580	1
ENSG00000185924	17	1837971	1928639	ENSMUSG00000045287	1
ENSG00000095261	9	123577774	123605262	ENSMUSG00000026869	1
ENSG00000067842	X	152783134	152848397	ENSMUSG00000031376	1
ENSG00000127533	19	16999671	17003417	ENSMUSG00000050147	1
ENSG00000119943	10	100143322	100174941	ENSMUSG00000060224	1
ENSG00000163468	1	156278759	156337664	ENSMUSG00000001416	1
ENSG00000104972	19	55085346	55148979	ENSMUSG00000089942	0
ENSG00000167671	19	4444996	4457819	ENSMUSG00000019578	1
ENSG00000161055	5	180017103	180018540	ENSMUSG00000064057	1
ENSG00000119403	9	123617977	123639606	ENSMUSG00000026873	1
ENSG00000114626	3	127391778	127399768	ENSMUSG00000030083	1
ENSG00000008226	3	38080696	38165516	ENSMUSG00000038060	1
ENSG00000165071	8	133697253	133772958	ENSMUSG00000036944	1
ENSG00000140538	15	88418230	88799999	ENSMUSG00000059146	1
ENSG00000127603	1	39546988	39952849	ENSMUSG00000028649	1
ENSG00000150540	2	138721590	138773930	ENSMUSG00000026986	0
ENSG00000003096	X	117031776	117251303	ENSMUSG00000036782	1
ENSG00000172457	11	56510303	56511287	ENSMUSG00000075211	1
ENSG00000068745	3	48725436	48777786	ENSMUSG00000032599	1
ENSG00000109323	4	103552660	103682151	ENSMUSG00000028164	1
ENSG00000056558	9	123664671	123691451	ENSMUSG00000026875	1
ENSG00000183908	11	56949221	56959191	ENSMUSG00000075224	1
ENSG00000184887	14	105714827	105717430	ENSMUSG00000002803	1
ENSG00000037280	5	180028506	180076624	ENSMUSG00000020357	1
ENSG00000134817	11	57001051	57004709	ENSMUSG00000044338	1
ENSG00000135222	4	70820974	70826725	ENSMUSG00000063157	0
ENSG00000007341	1	113066140	113163447	ENSMUSG00000045576	1
ENSG00000173918	17	77018896	77045870	ENSMUSG00000017446	1
ENSG00000136193	7	29959719	30029905	ENSMUSG00000019124	1
ENSG00000149115	11	57067112	57092426	ENSMUSG00000033955	1
ENSG00000217555	16	66586466	66600154	ENSMUSG00000054400	1
ENSG00000106804	9	123714616	123812554	ENSMUSG00000026874	1
ENSG00000108963	17	1933404	1946724	ENSMUSG00000078789	1
ENSG00000139190	12	6571403	6580153	ENSMUSG00000030337	1
ENSG00000137310	6	31126319	31134936	ENSMUSG00000050410	1
ENSG00000106080	7	30050203	30066300	ENSMUSG00000038074	1
ENSG00000149136	11	57093459	57103351	ENSMUSG00000027067	1
ENSG00000167674	19	4472284	4502223	ENSMUSG00000002833	1
ENSG00000147586	8	80830952	80942524	ENSMUSG00000040269	1
ENSG00000161057	7	102984701	103009842	ENSMUSG00000028932	1
ENSG00000109991	11	57105848	57138073	ENSMUSG00000027071	1
ENSG00000129292	8	133787618	133861052	ENSMUSG00000072501	1
ENSG00000179364	14	105766900	105864484	ENSMUSG00000021143	1
ENSG00000156575	11	57144242	57148623	ENSMUSG00000027072	1
ENSG00000131351	19	17160539	17186435	ENSMUSG00000035439	0
ENSG00000138483	3	107096188	107097481	ENSMUSG00000050685	1
ENSG00000004799	7	95212811	95225803	ENSMUSG00000019577	1
ENSG00000106086	7	30067020	30170096	ENSMUSG00000005225	1
ENSG00000197006	16	21608539	21668794	ENSMUSG00000030876	1
ENSG00000008735	22	51039114	51052409	ENSMUSG00000022619	1
ENSG00000183715	11	132284871	133402414	ENSMUSG00000062257	1
ENSG00000196090	20	40701392	41818610	ENSMUSG00000053141	1
ENSG00000107521	10	100175955	100206684	ENSMUSG00000025188	1
ENSG00000158623	7	130146089	130353598	ENSMUSG00000025607	0
ENSG00000086991	11	89057524	89322779	ENSMUSG00000030562	0
ENSG00000163467	1	156307105	156316786	ENSMUSG00000010538	1
ENSG00000166118	11	133710526	133715433	ENSMUSG00000031991	1
ENSG00000213265	7	130353488	130372268	ENSMUSG00000039032	1
ENSG00000092330	14	24708849	24711880	ENSMUSG00000007589	1
ENSG00000174339	5	180166042	180167099	ENSMUSG00000063386	1
ENSG00000134802	11	57174427	57195053	ENSMUSG00000027074	1
ENSG00000198554	14	55405668	55493823	ENSMUSG00000037572	1
ENSG00000158560	7	95401866	95739634	ENSMUSG00000029757	1
ENSG00000259494	15	89002707	89010650	ENSMUSG00000030612	1
ENSG00000167676	19	4502204	4517716	ENSMUSG00000002831	1
ENSG00000080854	11	133778459	133826880	ENSMUSG00000034275	1
ENSG00000140749	16	21652609	21663981	ENSMUSG00000035004	1
ENSG00000119397	9	123837141	123939888	ENSMUSG00000057110	1
ENSG00000181991	15	89010684	89022222	ENSMUSG00000030611	1
ENSG00000131446	5	180217541	180242652	ENSMUSG00000020346	1
ENSG00000214456	19	4522543	4535236	ENSMUSG00000011305	1
ENSG00000086189	5	61683081	61699766	ENSMUSG00000021692	1
ENSG00000114439	3	107241783	107530171	ENSMUSG00000022641	1
ENSG00000171962	17	17876127	17920203	ENSMUSG00000056598	1
ENSG00000133980	14	74769772	74826711	ENSMUSG00000071235	1
ENSG00000076554	8	80870571	81143467	ENSMUSG00000027506	1
ENSG00000111639	12	6601150	6603007	ENSMUSG00000030335	1
ENSG00000124193	20	42086568	42092245	ENSMUSG00000016921	1
ENSG00000166086	11	133938820	134021896	ENSMUSG00000031990	1
ENSG00000183379	14	74872596	74892805	ENSMUSG00000071234	1
ENSG00000168393	2	242615157	242626406	ENSMUSG00000026281	1
ENSG00000106609	7	66386212	66423538	ENSMUSG00000053094	1
ENSG00000119655	14	74942895	74960880	ENSMUSG00000021242	1
ENSG00000155363	1	113215763	113243368	ENSMUSG00000002227	1
ENSG00000146409	6	133090509	133119701	ENSMUSG00000037455	1
ENSG00000155719	16	21689835	21772050	ENSMUSG00000034990	1
ENSG00000058453	1	17066768	17299474	ENSMUSG00000040860	1
ENSG00000179915	2	50145643	51259674	ENSMUSG00000024109	1
ENSG00000132677	1	156339003	156355011	ENSMUSG00000001417	1
ENSG00000174840	3	57542003	57552571	ENSMUSG00000043702	1
ENSG00000074416	3	127407909	127542051	ENSMUSG00000033174	1
ENSG00000119396	9	123940415	123985292	ENSMUSG00000026878	1
ENSG00000100299	22	51061182	51066607	ENSMUSG00000022620	1
ENSG00000185513	20	42136320	42179590	ENSMUSG00000035576	1
ENSG00000196670	5	180274611	180288286	ENSMUSG00000046311	1
ENSG00000168374	3	57557090	57583947	ENSMUSG00000021877	1
ENSG00000144228	2	139259371	139331117	ENSMUSG00000026771	0
ENSG00000174595	7	130417401	130418888	ENSMUSG00000073209	1
ENSG00000112306	6	133135580	133138703	ENSMUSG00000061983	1
ENSG00000099331	19	17186591	17325346	ENSMUSG00000004677	1
ENSG00000171236	19	4536421	4540486	ENSMUSG00000037095	1
ENSG00000186907	11	57228022	57245007	ENSMUSG00000050896	1
ENSG00000117122	1	17300997	17307330	ENSMUSG00000060572	1
ENSG00000151503	11	134020014	134095348	ENSMUSG00000035024	1
ENSG00000010292	12	6602522	6641121	ENSMUSG00000038252	1
ENSG00000139163	12	22778009	22843599	ENSMUSG00000030275	1
ENSG00000167280	17	77071021	77084681	ENSMUSG00000033857	1
ENSG00000109332	4	103715540	103790053	ENSMUSG00000078578	1
ENSG00000128585	7	130794855	131181395	ENSMUSG00000025609	1
ENSG00000262664	17	1945327	1946724	ENSMUSG00000038268	1
ENSG00000168395	2	242641450	242668893	ENSMUSG00000026283	1
ENSG00000149150	11	57252007	57283259	ENSMUSG00000027075	1
ENSG00000167680	19	4542600	4559820	ENSMUSG00000001227	1
ENSG00000140543	15	89054790	89089906	ENSMUSG00000030610	1
ENSG00000177374	17	1957448	1962981	ENSMUSG00000043099	1
ENSG00000144227	2	139428342	139537918	ENSMUSG00000069132	1
ENSG00000181026	15	89164527	89175513	ENSMUSG00000030609	1
ENSG00000174839	3	57611184	57678816	ENSMUSG00000040818	1
ENSG00000185361	19	4639530	4655580	ENSMUSG00000044469	1
ENSG00000126524	7	66452664	66460588	ENSMUSG00000025337	1
ENSG00000131725	X	117480036	117583924	ENSMUSG00000036769	1
ENSG00000074842	19	4641386	4670382	ENSMUSG00000019579	1
ENSG00000172183	15	89179384	89199714	ENSMUSG00000039236	1
ENSG00000139625	12	53874274	53893847	ENSMUSG00000023050	1
ENSG00000251322	22	51112843	51171726	ENSMUSG00000022623	1
ENSG00000165898	14	74960423	74963809	ENSMUSG00000021241	1
ENSG00000159363	1	17312453	17338423	ENSMUSG00000036622	1
ENSG00000114302	3	48782030	48885279	ENSMUSG00000032601	1
ENSG00000180233	7	30323923	30452118	ENSMUSG00000058446	1
ENSG00000170615	7	102993177	103086624	ENSMUSG00000029015	1
ENSG00000100312	22	51176624	51183762	ENSMUSG00000022622	1
ENSG00000140931	16	66637777	66647795	ENSMUSG00000031875	1
ENSG00000147382	X	152853377	152865500	ENSMUSG00000049489	0
ENSG00000187715	3	127634075	127706514	ENSMUSG00000033182	1
ENSG00000168702	2	140988992	142889270	ENSMUSG00000049252	1
ENSG00000187533	4	70999333	71042516	ENSMUSG00000002240	0
ENSG00000226174	14	105864916	105916443	ENSMUSG00000012211	0
ENSG00000155366	1	113243728	113250056	ENSMUSG00000002233	1
ENSG00000092295	14	24718320	24733638	ENSMUSG00000022218	1
ENSG00000112319	6	133561736	133853258	ENSMUSG00000010461	1
ENSG00000070366	17	1963133	2207065	ENSMUSG00000038290	1
ENSG00000183723	16	66648653	66730610	ENSMUSG00000096188	1
ENSG00000058262	3	127770484	127790526	ENSMUSG00000030082	1
ENSG00000134809	11	57295936	57298276	ENSMUSG00000027076	1
ENSG00000109205	4	71062213	71070293	ENSMUSG00000009580	1
ENSG00000157766	15	89346674	89418585	ENSMUSG00000030607	1
ENSG00000214872	11	57308979	57318108	ENSMUSG00000027077	1
ENSG00000180008	14	55493948	55516206	ENSMUSG00000048379	1
ENSG00000142002	19	4675236	4724685	ENSMUSG00000001229	1
ENSG00000156587	11	57319129	57335757	ENSMUSG00000027078	1
ENSG00000106100	7	30464143	30518400	ENSMUSG00000038058	1
ENSG00000053501	19	17326155	17330638	ENSMUSG00000002395	1
ENSG00000171209	4	71108305	71117145	ENSMUSG00000001622	0
ENSG00000271810	1	113245236	113254055	ENSMUSG00000007815	0
ENSG00000148180	9	123970072	124095121	ENSMUSG00000026879	1
ENSG00000145309	4	71200683	71202833	ENSMUSG00000007907	1
ENSG00000131981	14	55590828	55612126	ENSMUSG00000050335	1
ENSG00000006625	7	30536237	30591095	ENSMUSG00000002797	1
ENSG00000086200	5	61699799	61924409	ENSMUSG00000042590	1
ENSG00000151502	11	134094539	134117686	ENSMUSG00000031988	1
ENSG00000149131	11	57364860	57382326	ENSMUSG00000023224	1
ENSG00000042832	8	133879203	134147147	ENSMUSG00000053469	1
ENSG00000155367	1	113252616	113258099	ENSMUSG00000002228	1
ENSG00000135720	16	66754796	66785701	ENSMUSG00000035770	1
ENSG00000182979	14	105886159	105937066	ENSMUSG00000021144	1
ENSG00000077616	11	89864683	89926062	ENSMUSG00000043943	0
ENSG00000178537	3	48894369	48936426	ENSMUSG00000032602	1
ENSG00000134532	12	23682440	24103966	ENSMUSG00000041540	1
ENSG00000101049	20	42187608	42216877	ENSMUSG00000017868	1
ENSG00000151500	11	134118173	134123264	ENSMUSG00000035443	1
ENSG00000184599	1	113263041	113269857	ENSMUSG00000055865	0
ENSG00000117118	1	17345217	17380665	ENSMUSG00000009863	1
ENSG00000148175	9	124101355	124132531	ENSMUSG00000026880	1
ENSG00000147251	X	117629861	117820126	ENSMUSG00000031093	1
ENSG00000180902	2	242673994	242708231	ENSMUSG00000073609	1
ENSG00000158321	7	69063905	70258054	ENSMUSG00000029673	1
ENSG00000163909	1	40089825	40105617	ENSMUSG00000032744	1
ENSG00000130829	X	152907946	152916781	ENSMUSG00000031383	1
ENSG00000171953	17	17880723	17942523	ENSMUSG00000042709	1
ENSG00000100949	14	24734744	24740945	ENSMUSG00000040472	1
ENSG00000117115	1	17393256	17445948	ENSMUSG00000028927	1
ENSG00000155380	1	113454469	113499635	ENSMUSG00000032902	1
ENSG00000140511	15	89420519	89438857	ENSMUSG00000030606	1
ENSG00000152556	12	48498922	48540187	ENSMUSG00000033065	1
ENSG00000099330	19	17337013	17340028	ENSMUSG00000002396	0
ENSG00000136848	9	124329336	124547809	ENSMUSG00000026883	1
ENSG00000151498	11	134123389	134135749	ENSMUSG00000031969	1
ENSG00000128567	7	131185021	131242976	ENSMUSG00000025608	0
ENSG00000126787	14	55614830	55658396	ENSMUSG00000037544	1
ENSG00000140740	16	21963981	21994981	ENSMUSG00000030884	1
ENSG00000198799	1	113615831	113674882	ENSMUSG00000032913	1
ENSG00000110172	11	89934328	89956532	ENSMUSG00000001774	1
ENSG00000140545	15	89441916	89456642	ENSMUSG00000030605	1
ENSG00000166793	11	57412560	57417417	ENSMUSG00000034059	1
ENSG00000204099	2	242749920	242758739	ENSMUSG00000034000	1
ENSG00000167281	17	77085427	77613550	ENSMUSG00000025576	1
ENSG00000004864	7	95749532	95951459	ENSMUSG00000015112	1
ENSG00000106105	7	30634297	30673649	ENSMUSG00000029777	1
ENSG00000116981	1	40124793	40137710	ENSMUSG00000054958	1
ENSG00000130822	X	152935185	152954465	ENSMUSG00000002012	1
ENSG00000175764	9	124584207	124855885	ENSMUSG00000026885	1
ENSG00000155714	16	21995186	22012433	ENSMUSG00000030887	1
ENSG00000172409	11	57416465	57429340	ENSMUSG00000027079	1
ENSG00000116604	1	156433519	156470620	ENSMUSG00000001419	1
ENSG00000116983	1	40144320	40157361	ENSMUSG00000046093	1
ENSG00000249961	16	66788879	66835523	ENSMUSG00000052616	1
ENSG00000205189	8	81397854	81438500	ENSMUSG00000069114	1
ENSG00000119421	9	124894745	124922098	ENSMUSG00000026895	1
ENSG00000127666	19	4815944	4831716	ENSMUSG00000047123	1
ENSG00000101052	20	42219571	42275936	ENSMUSG00000017858	1
ENSG00000142623	1	17531621	17572500	ENSMUSG00000025329	1
ENSG00000156599	11	57435219	57468659	ENSMUSG00000034075	1
ENSG00000185681	9	124922190	124962367	ENSMUSG00000026894	1
ENSG00000165810	5	180467225	180488523	ENSMUSG00000040283	0
ENSG00000187689	4	71384257	71398459	ENSMUSG00000029282	1
ENSG00000072818	17	7239848	7254797	ENSMUSG00000001588	1
ENSG00000172987	10	100218875	100995619	ENSMUSG00000074852	1
ENSG00000139546	12	53894705	53900215	ENSMUSG00000023051	1
ENSG00000106113	7	30692200	30739745	ENSMUSG00000003476	1
ENSG00000142619	1	17575593	17610728	ENSMUSG00000025328	1
ENSG00000105355	19	4838353	4867780	ENSMUSG00000024197	1
ENSG00000118526	6	134210276	134216691	ENSMUSG00000045680	1
ENSG00000084072	1	40157854	40229586	ENSMUSG00000028651	1
ENSG00000178522	4	71457973	71473005	ENSMUSG00000029288	1
ENSG00000159339	1	17634690	17690499	ENSMUSG00000025330	1
ENSG00000119681	14	74964873	75079306	ENSMUSG00000002020	1
ENSG00000185372	5	180551357	180552304	ENSMUSG00000040328	1
ENSG00000140526	15	89630690	89745591	ENSMUSG00000039202	1
ENSG00000145354	4	103790135	103810399	ENSMUSG00000028165	1
ENSG00000182156	17	77704681	77716021	ENSMUSG00000046697	1
ENSG00000182613	5	180581943	180582890	ENSMUSG00000047511	1
ENSG00000213859	17	7255208	7258258	ENSMUSG00000046731	1
ENSG00000185716	16	22018959	22098855	ENSMUSG00000046096	1
ENSG00000182896	17	7258442	7260538	ENSMUSG00000094845	1
ENSG00000156603	11	57471186	57479693	ENSMUSG00000027080	1
ENSG00000111640	12	6643093	6647537	ENSMUSG00000098456	0
ENSG00000173894	17	77751931	77761782	ENSMUSG00000025577	1
ENSG00000106852	9	124964856	124991905	ENSMUSG00000026890	1
ENSG00000172936	3	38179969	38184513	ENSMUSG00000032508	1
ENSG00000146054	5	180620924	180632293	ENSMUSG00000040350	1
ENSG00000164684	8	81540686	81787016	ENSMUSG00000040209	1
ENSG00000166105	11	134144139	134189458	ENSMUSG00000031966	1
ENSG00000081026	1	113933371	114228545	ENSMUSG00000052539	1
ENSG00000101057	20	42295754	42345136	ENSMUSG00000017861	1
ENSG00000196776	3	107762145	107809872	ENSMUSG00000055447	1
ENSG00000076641	8	81880045	82024303	ENSMUSG00000027508	1
ENSG00000119446	9	124999903	125027118	ENSMUSG00000026889	1
ENSG00000160113	19	17342692	17356749	ENSMUSG00000002393	1
ENSG00000140522	15	89753100	89764982	ENSMUSG00000039194	1
ENSG00000115919	2	143635067	143799890	ENSMUSG00000026866	1
ENSG00000164687	8	82192598	82197012	ENSMUSG00000027533	1
ENSG00000175267	16	22103859	22168287	ENSMUSG00000030889	1
ENSG00000028839	6	134273308	134311570	ENSMUSG00000071359	1
ENSG00000165934	14	92588281	92630755	ENSMUSG00000041781	1
ENSG00000155926	8	134048973	134115298	ENSMUSG00000022372	1
ENSG00000132464	4	71494461	71552533	ENSMUSG00000029286	1
ENSG00000141034	17	17942606	17971718	ENSMUSG00000018415	1
ENSG00000183856	1	156495197	156542396	ENSMUSG00000028068	1
ENSG00000188389	2	242792033	242801060	ENSMUSG00000026285	1
ENSG00000124191	20	42543504	42698256	ENSMUSG00000074607	1
ENSG00000147588	8	82352561	82359758	ENSMUSG00000052468	1
ENSG00000130307	19	17359985	17393595	ENSMUSG00000034911	1
ENSG00000268942	5	61808070	61808309	ENSMUSG00000062687	1
ENSG00000205784	19	4890449	4902879	ENSMUSG00000073380	1
ENSG00000172939	3	38206580	38296979	ENSMUSG00000036737	1
ENSG00000174292	17	7283853	7293093	ENSMUSG00000001583	1
ENSG00000165323	11	92085262	92629618	ENSMUSG00000074505	1
ENSG00000205186	8	82370576	82373814	ENSMUSG00000027528	1
ENSG00000148187	9	125026882	125085743	ENSMUSG00000026887	1
ENSG00000141570	17	77765931	77775482	ENSMUSG00000025578	1
ENSG00000132465	4	71521258	71547534	ENSMUSG00000067149	1
ENSG00000221866	7	131808091	132333447	ENSMUSG00000029765	1
ENSG00000179051	1	17733256	17766220	ENSMUSG00000040945	1
ENSG00000146063	5	180649499	180662809	ENSMUSG00000040365	0
ENSG00000188554	17	41322498	41363708	ENSMUSG00000017119	1
ENSG00000127663	19	4969125	5153606	ENSMUSG00000024201	1
ENSG00000106125	7	30811033	30932002	ENSMUSG00000038022	1
ENSG00000170323	8	82390654	82395498	ENSMUSG00000062515	1
ENSG00000163681	3	57741177	57914895	ENSMUSG00000021870	1
ENSG00000134640	11	92702886	92718232	ENSMUSG00000050901	1
ENSG00000197416	8	82437216	82443613	ENSMUSG00000027530	1
ENSG00000177479	3	48956254	49023815	ENSMUSG00000064145	1
ENSG00000043514	1	40306723	40349183	ENSMUSG00000028653	1
ENSG00000132467	4	71554196	71556267	ENSMUSG00000070697	1
ENSG00000157379	14	24759804	24769039	ENSMUSG00000002332	1
ENSG00000180773	11	92877341	92931130	ENSMUSG00000043885	1
ENSG00000146411	6	134309835	134373774	ENSMUSG00000037490	1
ENSG00000140090	14	92788925	92962596	ENSMUSG00000041771	1
ENSG00000095303	9	125132824	125157982	ENSMUSG00000047250	1
ENSG00000130821	X	152953554	152962048	ENSMUSG00000019558	1
ENSG00000116793	1	114239453	114302111	ENSMUSG00000058388	1
ENSG00000108591	17	17991200	18011285	ENSMUSG00000020537	1
ENSG00000178394	5	63256183	63258334	ENSMUSG00000021721	1
ENSG00000159593	16	66836778	66907159	ENSMUSG00000031878	1
ENSG00000140525	15	89787180	89860492	ENSMUSG00000039187	1
ENSG00000185274	7	70597155	71178585	ENSMUSG00000034040	1
ENSG00000127922	7	96110938	96339203	ENSMUSG00000042541	1
ENSG00000136834	9	125239220	125240235	ENSMUSG00000075384	1
ENSG00000197233	9	125273081	125274022	ENSMUSG00000094764	1
ENSG00000104415	8	134203282	134242587	ENSMUSG00000005124	1
ENSG00000239590	9	125281420	125282361	ENSMUSG00000050015	1
ENSG00000106128	7	30978284	31032869	ENSMUSG00000004654	1
ENSG00000171501	9	125315391	125316493	ENSMUSG00000055088	1
ENSG00000187862	1	156549519	156556562	ENSMUSG00000051036	0
ENSG00000171496	9	125329778	125330838	ENSMUSG00000075380	1
ENSG00000018189	4	71569921	71673032	ENSMUSG00000029291	1
ENSG00000165202	9	125376948	125378026	ENSMUSG00000055838	1
ENSG00000119946	10	101088856	101154087	ENSMUSG00000025189	1
ENSG00000178974	14	55738021	55828636	ENSMUSG00000037536	1
ENSG00000171484	9	125390858	125391852	ENSMUSG00000075377	1
ENSG00000167720	17	2206677	2228554	ENSMUSG00000001323	1
ENSG00000149328	11	134201768	134248235	ENSMUSG00000036395	1
ENSG00000173679	9	125423845	125424927	ENSMUSG00000068947	0
ENSG00000126775	14	55833110	55878576	ENSMUSG00000037526	1
ENSG00000081019	1	114304454	114355098	ENSMUSG00000044098	1
ENSG00000106554	7	132469629	132766848	ENSMUSG00000053768	1
ENSG00000074964	1	17866330	18024369	ENSMUSG00000040964	1
ENSG00000148215	9	125551150	125552237	ENSMUSG00000049018	1
ENSG00000196943	14	24769068	24778330	ENSMUSG00000019297	1
ENSG00000164038	4	103941025	104006986	ENSMUSG00000037994	1
ENSG00000136940	9	125560668	125590910	ENSMUSG00000009030	1
ENSG00000118515	6	134490384	134639250	ENSMUSG00000019970	1
ENSG00000183166	7	71244476	71912136	ENSMUSG00000060371	1
ENSG00000132394	3	127872297	128127485	ENSMUSG00000033216	1
ENSG00000165204	9	125562370	125563395	ENSMUSG00000049041	0
ENSG00000164197	5	63461671	63668696	ENSMUSG00000021720	1
ENSG00000149596	20	42740335	42816218	ENSMUSG00000017817	1
ENSG00000109956	11	134248398	134281812	ENSMUSG00000045994	0
ENSG00000179407	3	128181282	128186091	ENSMUSG00000048206	1
ENSG00000182521	14	55880259	55923444	ENSMUSG00000061809	1
ENSG00000163382	1	156561554	156564091	ENSMUSG00000028070	1
ENSG00000119682	14	75120140	75179818	ENSMUSG00000042350	1
ENSG00000132823	20	42825136	42839431	ENSMUSG00000035399	1
ENSG00000141582	17	77806955	77813228	ENSMUSG00000039989	1
ENSG00000179348	3	128198270	128212028	ENSMUSG00000015053	1
ENSG00000136305	14	24774302	24780636	ENSMUSG00000022219	1
ENSG00000186479	5	63802084	63908139	ENSMUSG00000021719	1
ENSG00000189056	7	103112231	103629963	ENSMUSG00000042453	1
ENSG00000124194	20	42875887	42909013	ENSMUSG00000017943	1
ENSG00000144671	3	38323785	38360066	ENSMUSG00000070280	0
ENSG00000165325	11	93063137	93171653	ENSMUSG00000039977	1
ENSG00000006377	7	96634860	96640351	ENSMUSG00000029754	1
ENSG00000105426	19	5158506	5340814	ENSMUSG00000013236	1
ENSG00000197296	20	42931478	42939809	ENSMUSG00000048486	1
ENSG00000101074	20	42965626	42979875	ENSMUSG00000078949	1
ENSG00000182809	14	105939299	105946499	ENSMUSG00000006356	1
ENSG00000133731	8	82570196	82598928	ENSMUSG00000027531	1
ENSG00000116990	1	40361098	40367928	ENSMUSG00000028654	1
ENSG00000167291	17	77906142	78009647	ENSMUSG00000039976	1
ENSG00000056586	9	125606835	125667620	ENSMUSG00000075376	1
ENSG00000166002	11	93211638	93276674	ENSMUSG00000058173	1
ENSG00000168748	16	66878282	66888056	ENSMUSG00000031883	1
ENSG00000060982	12	24964295	25102393	ENSMUSG00000030268	1
ENSG00000114446	3	107879659	107941417	ENSMUSG00000032965	1
ENSG00000134242	1	114356433	114414381	ENSMUSG00000027843	1
ENSG00000120053	10	101156627	101190381	ENSMUSG00000025190	1
ENSG00000172840	16	66912492	66929657	ENSMUSG00000048371	1
ENSG00000101076	20	42984340	43061485	ENSMUSG00000017950	1
ENSG00000093217	3	38388251	38462839	ENSMUSG00000035769	1
ENSG00000186130	9	125670335	125675609	ENSMUSG00000066798	1
ENSG00000104419	8	134249414	134314265	ENSMUSG00000005125	1
ENSG00000145642	5	63986135	64013917	ENSMUSG00000042655	1
ENSG00000160818	1	156564279	156571288	ENSMUSG00000028069	1
ENSG00000131724	X	117861535	117928502	ENSMUSG00000017057	1
ENSG00000105880	7	96649704	96654409	ENSMUSG00000029755	1
ENSG00000168389	1	40420802	40435638	ENSMUSG00000028655	1
ENSG00000187838	17	7293046	7307416	ENSMUSG00000019461	1
ENSG00000103319	16	22217603	22298554	ENSMUSG00000035064	1
ENSG00000075884	2	143848931	144525921	ENSMUSG00000049744	1
ENSG00000167721	17	2225797	2240801	ENSMUSG00000038335	1
ENSG00000131558	7	132937829	133751342	ENSMUSG00000029763	1
ENSG00000166004	11	93394805	93463522	ENSMUSG00000046111	1
ENSG00000204628	5	180663909	180675096	ENSMUSG00000020372	0
ENSG00000160117	19	17392454	17398455	ENSMUSG00000046295	1
ENSG00000253598	8	82605842	82608409	ENSMUSG00000058921	1
ENSG00000196636	7	96745902	96811075	ENSMUSG00000042505	1
ENSG00000153006	5	64013971	64064512	ENSMUSG00000021716	1
ENSG00000188761	1	114420790	114430169	ENSMUSG00000044165	1
ENSG00000006128	7	97361220	97369784	ENSMUSG00000061762	1
ENSG00000213903	14	24780656	24787242	ENSMUSG00000046908	1
ENSG00000117148	1	18081808	18153558	ENSMUSG00000066368	0
ENSG00000140521	15	89859534	89878092	ENSMUSG00000039176	1
ENSG00000119919	10	101292690	101296278	ENSMUSG00000044220	1
ENSG00000117154	1	18434240	18704977	ENSMUSG00000040972	1
ENSG00000139574	12	53900474	53901422	ENSMUSG00000023052	1
ENSG00000185825	X	152965947	152990152	ENSMUSG00000002015	1
ENSG00000179023	1	18807424	18812478	ENSMUSG00000078234	1
ENSG00000132702	1	156589086	156595517	ENSMUSG00000004894	1
ENSG00000078549	7	31092076	31151089	ENSMUSG00000029778	1
ENSG00000124120	20	43104526	43123244	ENSMUSG00000017679	1
ENSG00000009709	1	18957500	19075360	ENSMUSG00000028736	1
ENSG00000058600	16	22308730	22346424	ENSMUSG00000030880	1
ENSG00000141519	17	78010435	78074412	ENSMUSG00000039963	1
ENSG00000126777	14	56025790	56168244	ENSMUSG00000021843	1
ENSG00000179002	1	19166093	19186176	ENSMUSG00000028738	1
ENSG00000166589	16	66942025	66952887	ENSMUSG00000031881	1
ENSG00000134262	1	114437370	114447823	ENSMUSG00000032952	1
ENSG00000104231	8	82613569	82645138	ENSMUSG00000039795	1
ENSG00000255275	1	19175767	19247615	ENSMUSG00000094439	1
ENSG00000164039	4	104000592	104021040	ENSMUSG00000028167	1
ENSG00000132824	20	43124862	43150750	ENSMUSG00000017707	1
ENSG00000065809	10	14560556	14816896	ENSMUSG00000026655	0
ENSG00000177981	12	48541571	48574996	ENSMUSG00000048175	1
ENSG00000141258	17	2240792	2284352	ENSMUSG00000038351	1
ENSG00000155287	10	101370282	101380366	ENSMUSG00000040414	1
ENSG00000183718	5	180681417	180688119	ENSMUSG00000022113	0
ENSG00000127220	19	17402940	17421045	ENSMUSG00000007950	1
ENSG00000159423	1	19197926	19229275	ENSMUSG00000028737	1
ENSG00000168734	20	43160426	43252888	ENSMUSG00000035268	1
ENSG00000140743	16	22357257	22448486	ENSMUSG00000030878	0
ENSG00000101986	X	152990323	153010216	ENSMUSG00000031378	1
ENSG00000118655	1	114447763	114456708	ENSMUSG00000027845	1
ENSG00000163902	3	128338817	128399918	ENSMUSG00000030062	1
ENSG00000230178	5	180794269	180795263	ENSMUSG00000074952	0
ENSG00000105428	19	5455426	5456867	ENSMUSG00000044526	0
ENSG00000130312	19	17403418	17417652	ENSMUSG00000034880	1
ENSG00000144821	3	108099216	108248169	ENSMUSG00000092009	1
